level_0,index,Category_L1,Category_L2,Category_L3,Category_L4,Category_L4_includefeed,Category_L0,Material_Group,Material,Material_Description,Text,Vendor_Country,Vendor_Name,Vendor_Code,Vendor_City,Vendor_Latitude,Vendor_Longitude,Plant_Country,Plant_Code,Plant_Name,Base_Unit_of_Measure,Converted_units,Fiscal_Year,Quantity,Product_weight_in_tonnes,Municipality,Conversion_name,Conversion_factor,Category_L4_LCA,LCA_match,LCA_match_animal_husbandry,Locally_sourced_update,Fabio_source_commodity,Harvest_Country,Converted crop weight (tonnes),unique_id_x,Global Warming Potential (kg CO2-Eq),Air Pollution (kg PM2.5-Eq),Land Use (m2),Water Pollution (kg P eq),Land Transformation (m2),Soil Pollution (kg SO2 eq),Water Use (m3)
34,34,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,NG,AFEX COMMODITIES EXCHANGE LTD (SB),1000133064,ABUJA,9.05,7.5,NG,LA2,Ogba Brewery,Kg,Kg,F22,2780180,2780.18,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Nigeria,2780.18,"Sorghum grain, at farm/EG Economic",1330294.486,9980.8462,2597268.201,1069.184638,26389.71098,9316.800096,626209.0093
35,35,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,NG,AFEX COMMODITIES EXCHANGE LTD (SB),1000133064,ABUJA,9.05,7.5,NG,BE2,Benin Brewery,Kg,Kg,F22,1905360,1905.36,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Nigeria,1905.36,"Sorghum grain, at farm/EG Economic",911699.9264,6840.2424,1780003.791,732.7517071,18085.84326,6385.147088,429164.1541
36,36,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308554,EPURPUR SORGHUM,EPURPUR SORGHUM,UG,AFRO KAI LTD,1000150626,Kampala,0.31667,32.56667,UG,UG1,Uganda Breweries Limited UBL,Kg,Kg,F22,1295119,1295.12,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Uganda,1295.12,"Sorghum grain, at farm/EG Economic",619704.8372,4649.4808,1209912.305,498.0693364,12293.39197,4340.141336,291713.4186
37,37,Raw Materials,Raw Materials & Liquid,Cereals,Barley,,Raw materials,BARLEY FOR MALT (101A),302325,LOCAL BARLEY,LOCAL BARLEY,UG,AFRO KAI LTD,1000150626,Kampala,0.31667,32.56667,UG,UG1,Uganda Breweries Limited UBL,Kg,Kg,F22,81136,81.14,N/A,,N/A,Barley,"Barley grain, at farm/BR Economic",N/A,Yes,N/A,Uganda,81.14,"Barley grain, at farm/BR Economic",38653.0558,35.07514484,250469.153,49.96101053,14.88106787,172.8723775,83.76929139
38,38,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,GH,AGRIACCESS GHANA LTD,1000106005,WA,5.606078114,-0.1864747892,GH,KA2,Kaasi,Kg,Kg,F22,663237,663.24,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Ghana,663.24,"Sorghum grain, at farm/EG Economic",317355.1765,2381.0316,619604.5441,255.0647868,6295.531912,2222.616699,149388.4796
39,39,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,SPIRITS (1606),36000900,BF Not Specified   0 Y 96.40% RD3000,BF Not Specified   0 Y 96.40% RD3000,KE,AGRO CHEMICAL AND FOOD CO LTD,1000040905,MUHORONI,-0.1541,35.1988,KE,UD1,Kenya Breweries UDV,LPA,LPA,F22,12728981,10278.52,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,Kenya,46797.72951,"Sugar cane, at farm/SD Economic",1187574.202,350.514994,5738067.232,803.5614735,207.3673707,2156.150634,4272963.92
40,40,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,SPIRITS (1606),147105,Neutral spirit Local,Neutral spirit Local,KE,AGRO CHEMICAL AND FOOD CO LTD,1000040905,MUHORONI,-0.1541,35.1988,TZ,TZS1,Tanzania SIT,LPA,LPA,F22,206560,166.8,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,Kenya,759.4118498,"Sugar cane, at farm/SD Economic",19271.40335,5.687994755,93114.69374,13.0398229,3.365061515,34.98901247,69339.6767
41,41,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,AHMET ASLAN,5041396,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2186,2.186,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.056891243,grape//[RoW] grape production,373.7181296,0.8958831165,1037.749312,0.1614094059,0.01943301559,2.140399941,320.5967269
42,42,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,AHMET ATEŞ - MUSTAFA,5039037,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2480,2.48,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.468019342,grape//[RoW] grape production,423.9803117,1.016372429,1177.318524,0.1831177157,0.02204660506,2.428267088,363.7144935
43,43,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,AHMET AVCI - HÜSEYİN,5040956,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,9710,9.71,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,13.57841444,grape//[RoW] grape production,1660.019688,3.97942592,4609.581803,0.7169649273,0.08631957063,9.50744896,1424.059569
44,44,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200053,SAUVIGNON BLANC ŞARAPLIK YAŞ ÜZÜM 1,N/A,TR,AHMET BEKTAŞ,5030723,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,12200,12.2,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,17.06041773,grape//[RoW] grape production,2085.709598,4.999896624,5791.64758,0.9008210209,0.1084550733,11.94550745,1789.240653
45,45,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200047,C.SAUVIGNON ŞARAPLIK YAŞ ÜZÜM 1,N/A,TR,AHMET BEKTAŞ,5030723,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,10560,10.56,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,14.7670501,grape//[RoW] grape production,1805.335521,4.327779373,5013.098233,0.7797270476,0.09387586672,10.33971792,1548.719779
46,46,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200068,MERLOT ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,AHMET BEKTAŞ,5030723,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5940,5.94,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.306465682,grape//[RoW] grape production,1015.501231,2.434375897,2819.867756,0.4385964643,0.05280517503,5.816091331,871.1548755
47,47,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,AHMET DEMİR,5041452,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1300,1.3,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.817913365,grape//[RoW] grape production,222.2477441,0.5327758698,617.1427749,0.09598912517,0.01155668814,1.272881941,190.6567909
48,48,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,AHMET EŞMELİ,5013795,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,11260,11.26,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,15.74592653,grape//[RoW] grape production,1925.007383,4.614658688,5345.405881,0.8314134996,0.1000986988,11.02511589,1651.381128
49,49,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,AHMET GÜREL - FEVZİ,5041101,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5284,5.284,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,7.38911863,grape//[RoW] grape production,903.3515997,2.165528997,2508.448017,0.3901588749,0.0469734924,5.173775521,774.9465257
50,50,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200017,NARİNCE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,AHMET KARAGÖL,5015886,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3024,3.024,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.228746166,grape//[RoW] grape production,516.9824446,1.239318639,1435.569039,0.2232854727,0.02688263456,2.960919223,443.4970276
51,51,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,AHMET KARLI,5004628,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1848,1.848,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.584233768,grape//[RoW] grape production,315.9337162,0.7573613903,877.2921908,0.1364522333,0.01642827668,1.809450636,271.0259613
52,52,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,AHMET KAYA,5041271,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6436,6.436,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,9.000069551,grape//[RoW] grape production,1100.297293,2.637650383,3055.331461,0.4752200074,0.05721449604,6.301744749,943.8977742
53,53,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200018,SULTANİYE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,AHMET SİVAS,5012028,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,7120,7.12,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,9.95657166,grape//[RoW] grape production,1217.233798,2.917972456,3380.043506,0.5257250548,0.06329509195,6.971476478,1044.212578
54,54,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,AHMET SİVAS,5012028,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2647,2.647,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.70155129,grape//[RoW] grape production,452.5305989,1.084813636,1256.597635,0.1954486264,0.023531195,2.59178346,388.2065582
55,55,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,AHMET TATLISU,5037552,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,12626,12.626,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,17.65613396,grape//[RoW] grape production,2158.538474,5.174483179,5993.88052,0.9322759188,0.1122421111,12.36262107,1851.717417
56,56,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200020,EMİR ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,AHMET ÜNAL - MEHMET,5040350,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6048,6.048,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,8.457492331,grape//[RoW] grape production,1033.964889,2.478637277,2871.138079,0.4465709454,0.05376526912,5.921838446,886.9940551
57,57,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,AHMET YAĞMA,5013675,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2718,2.718,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.800837327,grape//[RoW] grape production,464.6687449,1.113911396,1290.303125,0.2006911094,0.02416236797,2.661302397,398.6193521
58,58,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200018,SULTANİYE ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,AHMET YAĞMA,5013675,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2318,2.318,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.241479369,grape//[RoW] grape production,396.2848236,0.9499803587,1100.41304,0.171155994,0.02060646393,2.269646415,339.9557242
59,59,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,AHMET YARICI,5041435,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,15055,15.055,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,21.05283516,grape//[RoW] grape production,2573.799836,6.1699544,7146.988059,1.111627907,0.1338353384,14.74095202,2207.952298
60,60,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,AHMET YILMAZ (ORHAN),5032216,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2943,2.943,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.115476179,grape//[RoW] grape production,503.1347006,1.206122604,1397.116297,0.2173046118,0.02616256399,2.881608887,431.6176429
61,61,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200012,SEMİLLON ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,AHMET YILMAZ (ORHAN),5032216,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2279,2.279,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.186941968,grape//[RoW] grape production,389.6173913,0.9339970826,1081.898757,0.1682763202,0.02025976328,2.231459957,334.2360204
62,62,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,NG,AKIA AGRO ALLIED PRODUCTIONS LTD (E,1000066033,JOS,9.91667,8.9,NG,BE2,Benin Brewery,Kg,Kg,F22,2778090,2778.09,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Nigeria,2778.09,"Sorghum grain, at farm/EG Economic",1329294.437,9973.3431,2595315.705,1068.380878,26369.87252,9309.796192,625738.2567
63,63,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,NG,AKIA AGRO ALLIED PRODUCTIONS LTD (E,1000066033,JOS,9.91667,8.9,NG,LA2,Ogba Brewery,Kg,Kg,F22,305070,305.07,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Nigeria,305.07,"Sorghum grain, at farm/EG Economic",145973.62,1095.2013,284999.0324,117.3219566,2895.751041,1022.335318,68714.10573
64,64,Raw Materials,Raw Materials & Liquid,Cereals,Sorghum,,Raw materials,SORGHUM (111A),308751,Grain - Sorghum,Grain - Sorghum,GH,AKUAFO NKETEWA COMPANY LTD,1000134328,ACCRA,5.590410613,-0.20978068,GH,KA2,Kaasi,Kg,Kg,F22,1785595,1785.6,N/A,,N/A,Sorghum,"Sorghum grain, at farm/EG Economic",N/A,Yes,N/A,Ghana,1785.6,"Sorghum grain, at farm/EG Economic",854395.6987,6410.304,1668122.963,686.695138,16949.0709,5983.813369,402189.3572
65,65,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,ALAATTİN EVRAN,5038834,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4272,4.272,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,5.973942996,grape//[RoW] grape production,730.3402789,1.750783474,2028.026103,0.3154350329,0.03797705517,4.182885887,626.5275469
66,66,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,ALAATTİN EVRAN,5037753,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1262,1.262,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.764774359,grape//[RoW] grape production,215.7512715,0.5172024213,599.1032169,0.09318328921,0.01121887725,1.235674623,185.0837463
67,67,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,ALAEDDİN ÇELEN,5029423,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1850,1.85,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.587030558,grape//[RoW] grape production,316.2756358,0.7581810455,878.2416412,0.1365999089,0.0164460562,1.811408916,271.3192794
68,68,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200012,SEMİLLON ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,ALAETTİN  SEVİL,5004264,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,6859,6.859,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,9.591590592,grape//[RoW] grape production,1172.61329,2.811007455,3256.140225,0.506453392,0.06097486457,6.715920949,1005.934561
69,69,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,Neutral Spirit - Molasses derived (145B),139580,BD Low-Proof Sugar Cane Dist. (S.69.5GL),BD Low-Proof Sugar Cane Dist. (S.69.5GL),DO,ALCOHOLES FINOS DOMINICANOS S A (ER,1000135436,SAN PEDRO DE MACORIS,18.61804259,-69.23963884,VI,SX1,St Croix Distillery,LPA,LPA,F22,6142500,4960.01,N/A,CNS TO molasses from sugarcane LAM,0.003676471,Sugarcane,"Sugar cane, at farm/DO Economic",N/A,No,N/A,Dominican Republic,22582.72312,"Sugar cane, at farm/DO Economic",2009897.684,1299.10265,3925305.245,1150.170833,951987.0714,3884.700468,162223.8946
70,70,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,Neutral Spirit - Miscellaneous derived (145D),308723,Ethanol - Neutral spirit,Ethanol - Neutral spirit,ZA,ALCONCP PTY LTD (USD),1000154932,DURBAN,-29.806383,31.007554,CM,CMS1,Douala SIT,L,LPA,F22,1291879,1005.62,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,4749.555679,"Sugar cane, at farm/SD Economic",120528.2789,35.57417204,582363.0782,81.55438309,21.04595423,218.8302209,433668.0489
71,71,Raw Materials,Bought in Liquid,Neutral Spirit,Molasses (CNS),,Bought in liquids,Neutral Spirit - Miscellaneous derived (145D),308723,Ethanol - Neutral spirit,Ethanol - Neutral spirit,ZA,ALCONCP PTY LTD (USD),1000154932,DURBAN,-29.806383,31.007554,NG,NP2,Nigeria Purchase Plant,L,LPA,F22,991029,771.44,N/A,CNS TO molasses from sugarcane AFR,0.003676471,Sugarcane,"Sugar cane, at farm/SD Economic",N/A,Yes,N/A,South Africa,3643.489379,"Sugar cane, at farm/SD Economic",92459.91282,27.28973545,446743.6184,62.56217395,16.14481772,167.8695102,332676.3674
72,72,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,ALİ ARSLAN,5041114,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,4394,4.394,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,6.144547173,grape//[RoW] grape production,751.1973749,1.80078244,2085.942579,0.3244432431,0.03906160591,4.302340961,644.4199534
73,73,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,ALİ ARSLAN,5041114,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3643,3.643,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,5.094352606,grape//[RoW] grape production,622.8065628,1.493001918,1729.423945,0.2689910639,0.03238539607,3.567006855,534.2789919
74,74,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,ALİ BERBEROĞLU,5041084,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2383,2.383,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.332375037,grape//[RoW] grape production,407.3972108,0.9766191521,1131.270179,0.1759554502,0.02118429833,2.333290512,349.4885637
75,75,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200076,ÇALKARASI ŞARAPLIK YAŞ ÜZÜM,N/A,TR,ALİ BERBEROĞLU,5041084,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1791,1.791,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,2.504525259,grape//[RoW] grape production,306.1890074,0.7340012176,850.2328537,0.1322434794,0.01592156035,1.753639659,262.6663943
76,76,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500015,CHARDONNAY ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,ALİ BERBEROĞLU,5041084,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,1150,1.15,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,1.60815413,grape//[RoW] grape production,196.6037736,0.471301731,545.9339932,0.08491345688,0.01022322412,1.126010948,168.6579305
77,77,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200020,EMİR ŞARAPLIK   YAŞ ÜZÜM,N/A,TR,ALİ BERÇİN,5041539,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,3488,3.488,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,4.877601397,grape//[RoW] grape production,596.3077933,1.429478641,1655.841538,0.2575462066,0.03100748325,3.415240162,511.546836
78,78,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200034,KALECİK KARASI ŞARAPLIK  YAŞ ÜZÜM 1,N/A,TR,ALİ İHSAN AVCI,5037896,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,11040,11.04,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,15.43827965,grape//[RoW] grape production,1887.396226,4.524496618,5240.966335,0.8151691861,0.09814295157,10.8097051,1619.116132
79,79,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100500020,SYRAH ŞARAPLIK YAŞ ÜZÜM 2,N/A,TR,ALİ İHSAN AVCI,5037896,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,5550,5.55,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,7.761091673,grape//[RoW] grape production,948.8269073,2.274543137,2634.724924,0.4097997267,0.04933816859,5.434226749,813.9578383
80,80,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100300003,KARASAKIZ ŞARAPLIK YAŞ ÜZÜM,N/A,TR,ALİ İSMAİL ÇETİN,5041526,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,2565,2.565,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,3.586882908,grape//[RoW] grape production,438.511895,1.051207774,1217.670167,0.1893939277,0.02280223467,2.511493984,376.1805144
81,81,Raw Materials,Raw Materials & Liquid,Other - Raw Materials & Liquid,Grapes & Wine,,Raw materials,Raisin and Grape,10100200026,GAMAY ŞARAPLIK  YAŞ ÜZÜM,N/A,TR,ALİ KAYA (MEHMET),5011657,N/A,N/A,N/A,TR,N/A,N/A,KG,Kg,F22,11194,11.194,N/A,Grapes TO Wine,1.398394896,Grapes,grape//[RoW] grape production,N/A,Yes,N/A,Türkiye,15.65363247,grape//[RoW] grape production,1913.724036,4.587610067,5314.074017,0.8265402055,0.09951197463,10.96049265,1641.701629
